timestamp,event_type,task_id,gpu_id,npts
880000,FINISH,71,16,8686886
882000,INTERRUPT,73,28,11582976
882000,INTERRUPT,137,28,7991280
890000,FINISH,42,24,12542987
890000,START,73,24,11582976
890000,START,137,24,7991280
910000,FINISH,144,20,10794100
910000,START,0,20,8727197
910000,START,143,20,9207969
928000,FINISH,159,16,10920575
928000,START,36,16,8226717
928000,START,63,16,11697547
959000,FINISH,78,12,12552648
959000,START,72,12,10552608
959000,START,82,12,9623738
978000,START,120,28,10012880
978000,START,75,28,9381209
1021000,FINISH,137,24,7991280
1031000,FINISH,15,8,9818475
1038000,FINISH,73,24,11582976
1038000,START,7,24,11352458
1038000,START,117,24,9060298
1041000,FINISH,61,8,10424581
1041000,START,49,8,9883644
1041000,START,152,8,9764753
1045000,FINISH,89,4,12548092
1045000,START,16,4,8986529
1045000,START,30,4,9657794
1056000,FINISH,0,20,8727197
1068000,FINISH,36,16,8226717
1080000,FINISH,143,20,9207969
1080000,START,133,20,11415893
1080000,START,127,20,8219772
1102000,FINISH,72,12,10552608
1119000,FINISH,82,12,9623738
1119000,START,154,12,11683882
1119000,START,80,12,8499342
1135000,FINISH,63,16,11697547
1135000,START,53,16,11435672
1135000,START,84,16,8715480
1144000,FINISH,75,28,9381209
1154000,FINISH,120,28,10012880
1154000,START,79,28,12182656
1154000,START,95,28,7968444
1164000,FINISH,30,4,9657794
1190000,FINISH,117,24,9060298
1197000,FINISH,16,4,8986529
1197000,START,102,4,11503522
1197000,START,156,4,8713996
1210000,FINISH,49,8,9883644
1210000,FINISH,152,8,9764753
1210000,START,113,8,11761672
1223000,FINISH,7,24,11352458
1223000,START,115,24,11363352
1223000,START,17,24,8890203
1224000,FINISH,127,20,8219772
1264000,FINISH,133,20,11415893
1264000,START,27,20,12543491
1267000,FINISH,80,12,8499342
1282000,FINISH,84,16,8715480
1301000,FINISH,95,28,7968444
1322000,FINISH,154,12,11683882
1322000,START,3,12,12547303
1330000,FINISH,53,16,11435672
1330000,START,13,16,11440466
1348000,FINISH,156,4,8713996
1362000,FINISH,79,28,12182656
1362000,START,52,28,11313061
1376000,FINISH,17,24,8890203
1386000,START,158,32,12326376
1386000,START,10,36,9841451
1386000,START,76,36,9912422
1411000,FINISH,102,4,11503522
1411000,START,83,4,10262333
1411000,START,31,4,9229031
1421000,FINISH,115,24,11363352
1421000,START,99,24,12098702
1422000,FINISH,113,8,11761672
1422000,START,153,8,9214886
1422000,START,140,8,10731156
1440000,INTERRUPT,3,12,12547303
1452000,START,3,12,12547303
1479000,FINISH,27,20,12543491
1479000,START,34,20,11702256
1522000,FINISH,13,16,11440466
1522000,START,116,16,10181515
1522000,START,46,16,9370337
1552000,FINISH,10,36,9841451
1553000,FINISH,76,36,9912422
1553000,START,29,36,12197790
1556000,FINISH,52,28,11313061
1556000,START,91,28,9851823
1556000,START,147,28,9463677
1567000,FINISH,31,4,9229031
1577000,FINISH,153,8,9214886
1585000,FINISH,83,4,10262333
1585000,START,146,4,9273510
1585000,START,86,4,10027327
1603000,FINISH,158,32,12326376
1603000,START,148,32,12548512
1608000,FINISH,140,8,10731156
1608000,START,57,8,11855743
1640000,FINISH,99,24,12098702
1640000,START,151,24,12550654
1676000,FINISH,3,12,12547303
1676000,FINISH,34,20,11702256
1676000,START,2,12,12542930
1676000,START,38,20,9607806
1676000,START,96,20,10828333
1680000,FINISH,46,16,9370337
1700000,FINISH,116,16,10181515
1700000,START,157,16,11169272
1724000,FINISH,147,28,9463677
1731000,FINISH,91,28,9851823
1731000,START,139,28,9300566
1731000,START,67,28,10150364
1753000,FINISH,146,4,9273510
1757000,FINISH,86,4,10027327
1757000,START,69,4,10450600
1757000,START,100,4,9768686
1765000,FINISH,29,36,12197790
1765000,START,108,36,12504656
1815000,FINISH,57,8,11855743
1815000,START,103,8,11624736
1818000,FINISH,148,32,12548512
1818000,START,141,32,11357884
1848000,FINISH,38,20,9607806
1863000,FINISH,151,24,12550654
1863000,START,55,24,11919815
1870000,FINISH,96,20,10828333
1870000,START,24,20,11916176
1893000,FINISH,139,28,9300566
1899000,FINISH,2,12,12542930
1899000,START,70,12,9523927
1899000,START,21,12,10766274
1902000,FINISH,157,16,11169272
1902000,START,22,16,12547620
1904000,FINISH,67,28,10150364
1904000,START,74,28,12533815
1937000,FINISH,69,4,10450600
1937000,FINISH,100,4,9768686
1937000,START,32,4,11126248
1984000,FINISH,108,36,12504656
1984000,START,110,36,11339716
2001000,INTERRUPT,141,32,11357884
2019000,FINISH,103,8,11624736
2019000,START,141,8,11357884
2065000,FINISH,70,12,9523927
2069000,FINISH,55,24,11919815
2069000,FINISH,24,20,11916176
2069000,START,130,20,10445152
2069000,START,26,20,9748148
2069000,START,8,24,9829585
2069000,START,93,24,9397782
2081000,FINISH,21,12,10766274
2081000,START,37,12,12544293
2118000,FINISH,110,36,11339716
2118000,START,118,36,12543115
2121000,FINISH,22,16,12547620
2121000,START,98,16,11041144
2122000,FINISH,74,28,12533815
2122000,START,109,28,11329692
2134000,FINISH,32,4,11126248
2134000,START,47,4,11975936
2222000,FINISH,141,8,11357884
2222000,START,131,8,10931236
2223000,FINISH,8,24,9829585
2235000,FINISH,26,20,9748148
2243000,FINISH,93,24,9397782
2243000,START,136,24,10960345
2251000,FINISH,130,20,10445152
2251000,START,128,20,11603040
2298000,FINISH,37,12,12544293
2298000,START,135,12,11069821
2320000,FINISH,98,16,11041144
2320000,START,1,16,12550781
2325000,FINISH,109,28,11329692
2325000,START,35,28,11419882
2335000,FINISH,47,4,11975936
2335000,START,149,4,12543296
2346000,FINISH,118,36,12543115
2346000,START,155,36,11184270
2405000,FINISH,131,8,10931236
2405000,START,33,8,11896061
2438000,FINISH,136,24,10960345
2438000,START,138,24,11140485
2443000,FINISH,128,20,11603040
2443000,START,41,20,12265045
2494000,FINISH,135,12,11069821
2494000,START,9,12,12357114
2529000,FINISH,35,28,11419882
2529000,START,45,28,10878107
2542000,FINISH,155,36,11184270
2542000,START,39,36,11506282
2558000,FINISH,149,4,12543296
2558000,START,54,4,10809605
2558000,START,77,4,9582446
2559000,FINISH,1,16,12550781
2604000,FINISH,33,8,11896061
2640000,FINISH,138,24,11140485
2660000,FINISH,41,20,12265045
2711000,FINISH,9,12,12357114
2711000,FINISH,54,4,10809605
2717000,FINISH,45,28,10878107
2725000,FINISH,77,4,9582446
2744000,FINISH,39,36,11506282
