timestamp,event_type,gpu_id,availability_duration
5520000,add,node7,96.797
5520000,add,node9,1079.138
5536370,remove,node27,436.703
5577831,remove,node18,895.415
5580000,add,node11,60.0
5580000,add,node12,3516.12
5580000,add,node17,474.999
5615978,remove,node8,2154.224
5640000,add,node8,2154.224
5640000,add,node18,895.415
5719848,remove,node14,328.272
5760000,add,node14,328.272
5760000,add,node19,308.828
5760000,add,node22,264.605
5820000,add,node23,107.326
5820000,add,node24,142.39
5880000,add,node26,621.76
5880441,remove,node10,1396.925
5882726,remove,node23,107.326
5940000,add,node10,1396.925
5989556,remove,node21,1056.744
6000000,add,node21,1056.744
6035796,remove,node33,1115.796
6067392,remove,node2,3075.186
6089449,remove,node9,1079.138
6120000,add,node2,3075.186
6180000,add,node9,1079.138
6216362,remove,node32,965.398
6221128,remove,node5,242.825
6240000,add,node5,242.825
6240000,add,node23,107.326
6292037,remove,node19,308.828
6300000,add,node19,308.828
6304642,remove,node16,284.063
6358064,remove,node22,264.605
6360000,add,node16,284.063
6420000,add,node22,264.605
6420000,add,node27,436.703
6420000,add,node29,1642.786
6420000,add,node30,1847.383
6420000,add,node32,965.398
6420000,add,node33,1115.796
6421053,remove,node3,1482.207
6480000,add,node3,1482.207
6480000,add,node34,435.078
6487428,remove,node16,284.063
6589541,remove,node24,142.39
6663451,remove,node32,965.398
6688780,remove,node30,1847.383
6720000,add,node16,284.063
6720000,add,node24,142.39
6720000,add,node30,1847.383
6780000,add,node32,965.398
6807469,remove,node33,1115.796
6840000,add,node33,1115.796
6853209,remove,node28,936.176
6853460,remove,node18,895.415
6865251,remove,node6,242.789
6879628,remove,node4,1072.773
6889809,remove,node21,1056.744
6897918,remove,node7,96.797
6900000,add,node4,1072.773
6900000,add,node6,242.789
6900000,add,node7,96.797
6900000,add,node18,895.415
6915078,remove,node34,435.078
6918352,remove,node33,1115.796
6932719,remove,node26,621.76
6960000,add,node21,1056.744
7020000,add,node26,621.76
7020000,add,node28,936.176
7056276,remove,node7,96.797
7079228,remove,node29,1642.786
7080000,add,node7,96.797
7080000,add,node29,1642.786
7090253,remove,node9,1079.138
7097276,remove,node28,936.176
7200000,add,node9,1079.138
7257117,remove,node2,3075.186
7260000,add,node2,3075.186
7315620,remove,node9,1079.138
7316618,remove,node20,872.108
7399303,remove,node30,1847.383
7399788,remove,node11,60.0
7401282,remove,node8,2154.224
7474792,remove,node25,303.19
7500000,add,node8,2154.224
7500000,add,node9,1079.138
7560000,add,node11,60.0
7560000,add,node20,872.108
7666632,remove,node21,1056.744
7683398,remove,node16,284.063
7687052,remove,node6,242.789
7700540,remove,node5,242.825
7700563,remove,node31,783.032
7723401,remove,node18,895.415
7723687,remove,node3,1482.207
7740575,remove,node12,3516.12
7776178,remove,node27,436.703
7825404,remove,node10,1396.925
7827021,remove,node24,142.39
7860000,add,node3,1482.207
7860000,add,node5,242.825
7860000,add,node6,242.789
7860000,add,node10,1396.925
7875923,remove,node15,281.67
7920000,add,node10,1396.925
7920000,add,node12,3516.12
7920000,remove,node10,1396.925
7927979,remove,node7,96.797
7973808,remove,node5,242.825
8020647,remove,node6,242.789
8036550,remove,node10,1396.925
8046420,remove,node19,308.828
8098598,remove,node14,328.272
8100000,add,node5,242.825
8112286,remove,node13,1940.228
8120835,remove,node8,2154.224
8139167,remove,node17,474.999
8147417,remove,node1,596.193
8160000,add,node1,596.193
8162898,remove,node3,1482.207
8177071,remove,node20,872.108
8190907,remove,node26,621.76
8220000,add,node3,1482.207
8220000,add,node6,242.789
8220000,add,node7,96.797
8220000,add,node8,2154.224
8281883,remove,node4,1072.773
8299934,remove,node2,3075.186
8340000,add,node2,3075.186
8340000,add,node4,1072.773
8340000,add,node10,1396.925
8362554,remove,node32,965.398
8380671,remove,node22,264.605
8419654,remove,node12,3516.12
8460000,add,node12,3516.12
8495037,remove,node8,2154.224
8640000,add,node8,2154.224
8658492,remove,node7,96.797
8694163,remove,node9,1079.138
8760000,add,node7,96.797
8820000,add,node9,1079.138
8820000,add,node13,1940.228
8820000,add,node14,328.272
8880000,add,node15,281.67
8880000,add,node16,284.063
8880000,add,node17,474.999
8880000,add,node18,895.415
8931678,remove,node10,1396.925
8940000,add,node10,1396.925
8940000,add,node19,308.828
9000000,add,node20,872.108
9000000,add,node21,1056.744
9006106,remove,node4,1072.773
9026546,remove,node15,281.67
9120000,add,node4,1072.773
9168017,remove,node29,1642.786
9180000,add,node15,281.67
9180000,add,node22,264.605
9240000,add,node24,142.39
9321466,remove,node9,1079.138
9360000,add,node9,1079.138
9360000,add,node25,303.19
9380224,remove,node16,284.063
9396770,remove,node19,308.828
9442717,remove,node14,328.272
9463363,remove,node24,142.39
9480000,add,node14,328.272
9495858,remove,node25,303.19
9518704,remove,node1,596.193
9521159,remove,node9,1079.138
9600000,add,node1,596.193
9675190,remove,node10,1396.925
9713676,remove,node3,1482.207
9736948,remove,node1,596.193
9901584,remove,node15,281.67
9942204,remove,node5,242.825
9949342,remove,node4,1072.773
9950308,remove,node23,107.326
9960000,add,node1,596.193
10006552,remove,node6,242.789
10080000,add,node3,1482.207
10080000,add,node4,1072.773
10080000,add,node5,242.825
10080000,add,node6,242.789
10080000,add,node9,1079.138
10140000,add,node10,1396.925
10194549,remove,node8,2154.224
10200000,add,node8,2154.224
10200000,add,node15,281.67
10214955,remove,node6,242.789
10260000,add,node6,242.789
10260000,remove,node8,2154.224
10380000,add,node8,2154.224
10380000,add,node16,284.063
10380000,add,node19,308.828
10440000,add,node23,107.326
10440000,add,node24,142.39
10440000,add,node25,303.19
10440000,add,node26,621.76
10445500,remove,node6,242.789
10479553,remove,node11,60.0
10500000,add,node6,242.789
10500000,add,node11,60.0
10500000,add,node25,303.19
10500000,add,node27,436.703
10500000,remove,node25,303.19
10549220,remove,node1,596.193
10560524,remove,node20,872.108
10620458,remove,node25,303.19
10679279,remove,node5,242.825
10729436,remove,node21,1056.744
10785686,remove,node23,107.326
10800000,add,node1,596.193
10800000,add,node5,242.825
10860000,add,node20,872.108
10860000,add,node21,1056.744
10920000,add,node23,107.326
10975768,remove,node15,281.67
10976786,remove,node19,308.828
11100000,add,node15,281.67
11160000,add,node19,308.828
11206664,remove,node13,1940.228
11211513,remove,node7,96.797
11220000,add,node7,96.797
11220000,add,node13,1940.228
11226473,remove,node12,3516.12
11346349,remove,node7,96.797
11361394,remove,node14,328.272
11402015,remove,node6,242.789
11413897,remove,node8,2154.224
11462218,remove,node27,436.703
11499224,remove,node22,264.605
11580000,add,node6,242.789
11580000,add,node7,96.797
11644531,remove,node4,1072.773
11700000,add,node4,1072.773
11700000,add,node8,2154.224
11744094,remove,node9,1079.138
11820000,add,node9,1079.138
11820000,add,node12,3516.12
11820000,add,node14,328.272
11820000,add,node22,264.605
11820000,add,node25,303.19
11880000,add,node27,436.703
11896265,remove,node20,872.108
11925693,remove,node19,308.828
11943325,remove,node17,474.999
11952716,remove,node4,1072.773
11953227,remove,node18,895.415
11955016,remove,node1,596.193
12000000,add,node1,596.193
12000000,add,node4,1072.773
12000000,add,node17,474.999
12000000,add,node18,895.415
12000000,add,node19,308.828
12000000,add,node20,872.108
12000000,add,node28,936.176
12060000,add,node29,1642.786
12063802,remove,node7,96.797
12154206,remove,node29,1642.786
12155433,remove,node5,242.825
12229614,remove,node15,281.67
12234446,remove,node1,596.193
12240000,add,node1,596.193
12240000,add,node5,242.825
12240000,add,node7,96.797
12360000,add,node15,281.67
12360000,add,node29,1642.786
12360000,add,node30,1847.383
12360000,add,node31,783.032
12360000,add,node32,965.398
12420000,add,node33,1115.796
12479646,remove,node27,436.703
12480000,add,node27,436.703
12496729,remove,node14,328.272
12501026,remove,node6,242.789
12562776,remove,node31,783.032
12600000,add,node6,242.789
12600000,add,node14,328.272
12607624,remove,node17,474.999
12628458,remove,node10,1396.925
12659611,remove,node27,436.703
12742889,remove,node29,1642.786
12775834,remove,node28,936.176
12780000,add,node10,1396.925
12780000,add,node17,474.999
12840000,add,node27,436.703
12860259,remove,node2,3075.186
12900000,remove,node27,436.703
12931537,remove,node12,3516.12
12960000,add,node2,3075.186
12960000,add,node12,3516.12
13020000,add,node27,436.703
13061128,remove,node4,1072.773
13080000,add,node4,1072.773
13099346,remove,node30,1847.383
13205945,remove,node7,96.797
13260000,add,node7,96.797
13279189,remove,node9,1079.138
13289235,remove,node12,3516.12
13298300,remove,node21,1056.744
13380000,add,node9,1079.138
13485189,remove,node14,328.272
13560000,add,node12,3516.12
13560000,add,node14,328.272
13560000,add,node21,1056.744
13560000,add,node28,936.176
13560000,add,node29,1642.786
13573844,remove,node27,436.703
13692604,remove,node16,284.063
13698649,remove,node33,1115.796
13759041,remove,node10,1396.925
13777727,remove,node24,142.39
13789453,remove,node12,3516.12
13793667,remove,node4,1072.773
13920000,add,node4,1072.773
13920000,add,node10,1396.925
13955207,remove,node26,621.76
13960183,remove,node28,936.176
13973431,remove,node25,303.19
13974472,remove,node20,872.108
13980000,add,node12,3516.12
13989661,remove,node23,107.326
13997145,remove,node19,308.828
14040000,add,node16,284.063
14100000,add,node19,308.828
14131571,remove,node7,96.797
14182360,remove,node12,3516.12
14234835,remove,node8,2154.224
14243103,remove,node6,242.789
14257158,remove,node16,284.063
14265950,remove,node3,1482.207
14280000,add,node3,1482.207
14316496,remove,node29,1642.786
14340000,add,node6,242.789
14343312,remove,node2,3075.186
14384459,remove,node21,1056.744
14400000,add,node2,3075.186
14403734,remove,node15,281.67
14410415,remove,node6,242.789
14436218,remove,node4,1072.773
14460000,add,node4,1072.773
14514925,remove,node9,1079.138
14520000,add,node6,242.789
14612869,remove,node22,264.605
14640000,add,node7,96.797
14645287,remove,node19,308.828
14674389,remove,node2,3075.186
14700000,add,node2,3075.186
14878721,remove,node13,1940.228
14940000,add,node8,2154.224
15011124,remove,node17,474.999
15060000,add,node9,1079.138
15060000,add,node12,3516.12
15060000,add,node13,1940.228
15086161,remove,node10,1396.925
15120000,add,node10,1396.925
15120000,add,node15,281.67
15219800,remove,node4,1072.773
15240000,add,node4,1072.773
15276195,remove,node11,60.0
15345756,remove,node9,1079.138
15360000,add,node9,1079.138
15360000,add,node11,60.0
15360000,add,node16,284.063
15360000,add,node17,474.999
15368584,remove,node6,242.789
15370121,remove,node8,2154.224
15383668,remove,node12,3516.12
15420000,add,node6,242.789
15480000,add,node8,2154.224
15498317,remove,node32,965.398
15516253,remove,node18,895.415
15530137,remove,node16,284.063
15540000,add,node12,3516.12
15545933,remove,node3,1482.207
15630947,remove,node4,1072.773
15648917,remove,node13,1940.228
15706139,remove,node10,1396.925
15720000,add,node3,1482.207
15720000,add,node4,1072.773
15728819,remove,node12,3516.12
15780000,add,node10,1396.925
15837797,remove,node6,242.789
15840000,add,node6,242.789
15840000,add,node12,3516.12
15840000,add,node13,1940.228
15883341,remove,node15,281.67
15900000,add,node15,281.67
15900000,add,node16,284.063
15984895,remove,node8,2154.224
16040429,remove,node12,3516.12
16093148,remove,node17,474.999
16226508,remove,node9,1079.138
16260000,add,node8,2154.224
16260000,add,node9,1079.138
16271971,remove,node11,60.0
16272925,remove,node14,328.272
16281328,remove,node13,1940.228
16320000,add,node11,60.0
16380000,add,node12,3516.12
16406665,remove,node7,96.797
16422138,remove,node9,1079.138
16463481,remove,node16,284.063
16542394,remove,node6,242.789
16560000,add,node6,242.789
16569812,remove,node11,60.0
16620000,add,node7,96.797
16620000,add,node9,1079.138
16620000,add,node11,60.0
16620000,add,node13,1940.228
16620000,add,node14,328.272
16620000,add,node16,284.063
16620000,add,node17,474.999
16626956,remove,node8,2154.224
16648899,remove,node12,3516.12
16703333,remove,node10,1396.925
16740000,add,node8,2154.224
16740000,add,node10,1396.925
16740000,add,node12,3516.12
16740000,add,node18,895.415
16740000,add,node19,308.828
16797358,remove,node7,96.797
16800000,add,node7,96.797
16860000,add,node20,872.108
16885152,remove,node17,474.999
16902802,remove,node15,281.67
16907935,remove,node2,3075.186
16920000,add,node2,3075.186
16920000,add,node15,281.67
16980000,add,node17,474.999
17019639,remove,node16,284.063
17021729,remove,node3,1482.207
17029584,remove,node19,308.828
17040000,add,node3,1482.207
17100000,add,node16,284.063
17100000,add,node19,308.828
17100000,add,node21,1056.744
17160000,add,node22,264.605
17160346,remove,node2,3075.186
17175151,remove,node12,3516.12
17220000,add,node2,3075.186
17220000,add,node12,3516.12
17220000,add,node23,107.326
17220000,add,node24,142.39
17220000,add,node25,303.19
17258601,remove,node9,1079.138
17280000,add,node9,1079.138
17340000,add,node26,621.76
17340000,add,node27,436.703
17340000,add,node28,936.176
17400000,add,node29,1642.786
17415552,remove,node23,107.326
17438250,remove,node4,1072.773
17454867,remove,node6,242.789
17494447,remove,node16,284.063
17509647,remove,node17,474.999
17520000,add,node4,1072.773
17520000,add,node6,242.789
17558566,remove,node26,621.76
17580000,add,node16,284.063
17580000,add,node17,474.999
17580000,add,node23,107.326
17638728,remove,node5,242.825
17640000,add,node5,242.825
17640000,add,node26,621.76
17640000,add,node30,1847.383
17651818,remove,node28,936.176
17657652,remove,node7,96.797
17700000,add,node7,96.797
17700000,add,node28,936.176
17709098,remove,node8,2154.224
17721449,remove,node15,281.67
17744838,remove,node10,1396.925
17760000,add,node8,2154.224
17760000,add,node10,1396.925
17760000,add,node15,281.67
17760000,add,node31,783.032
17760000,add,node32,965.398
17820000,add,node33,1115.796
17820000,add,node34,435.078
17820000,add,node35,487.471
17820000,add,node36,384.693
17824645,remove,node22,264.605
17940000,add,node22,264.605
17964096,remove,node20,872.108
17977821,remove,node15,281.67
17999108,remove,node26,621.76
18056326,remove,node34,435.078
18060000,add,node15,281.67
18060000,add,node20,872.108
18060000,add,node26,621.76
18060000,add,node34,435.078
18088286,remove,node4,1072.773
18120000,add,node4,1072.773
18180000,add,node37,1446.675
18180510,remove,node17,474.999
18204693,remove,node36,384.693
18235270,remove,node26,621.76
18286732,remove,node10,1396.925
18296902,remove,node16,284.063
18300000,add,node10,1396.925
18300000,add,node16,284.063
18307471,remove,node35,487.471
18343634,remove,node23,107.326
18360000,add,node17,474.999
18371009,remove,node18,895.415
18409316,remove,node19,308.828
18475840,remove,node14,328.272
18487083,remove,node5,242.825
18540000,add,node5,242.825
18540000,add,node14,328.272
18599081,remove,node15,281.67
18641326,remove,node17,474.999
18692286,remove,node21,1056.744
18698039,remove,node24,142.39
18769508,remove,node13,1940.228
18780000,add,node13,1940.228
18796581,remove,node9,1079.138
18840000,add,node9,1079.138
18840000,add,node15,281.67
18840800,remove,node28,936.176
18889452,remove,node32,965.398
18900000,remove,node9,1079.138
18910340,remove,node8,2154.224
18940637,remove,node22,264.605
19080000,add,node8,2154.224
19080000,add,node9,1079.138
19086805,remove,node27,436.703
19149849,remove,node2,3075.186
19184140,remove,node5,242.825
19200000,add,node2,3075.186
19236241,remove,node16,284.063
19242757,remove,node29,1642.786
19260000,add,node5,242.825
19302274,remove,node14,328.272
19500000,add,node14,328.272
19500000,add,node16,284.063
19500000,add,node17,474.999
19500000,add,node18,895.415
19500000,add,node19,308.828
19500924,remove,node31,783.032
19535600,remove,node33,1115.796
19626675,remove,node37,1446.675
19649499,remove,node10,1396.925
19666070,remove,node1,596.193
19679137,remove,node16,284.063
19696095,remove,node19,308.828
19740000,add,node1,596.193
19740000,add,node10,1396.925
19740000,add,node16,284.063
19740000,add,node19,308.828
19755306,remove,node6,242.789
19800000,add,node6,242.789
19800000,add,node21,1056.744
19800000,add,node22,264.605
19821076,remove,node13,1940.228
19831752,remove,node19,308.828
19860000,add,node6,242.789
19860000,add,node13,1940.228
19860000,add,node19,308.828
19860000,add,node23,107.326
19860000,remove,node6,242.789
19876480,remove,node4,1072.773
19920000,add,node4,1072.773
19938142,remove,node20,872.108
19980000,add,node20,872.108
19980000,add,node24,142.39
20063513,remove,node30,1847.383
20083700,remove,node34,435.078
20092285,remove,node25,303.19
20123273,remove,node11,60.0
20140182,remove,node4,1072.773
20189624,remove,node7,96.797
20216312,remove,node2,3075.186
20239932,remove,node14,328.272
20324323,remove,node21,1056.744
20380719,remove,node16,284.063
20406465,remove,node6,242.789
20407519,remove,node13,1940.228
20438418,remove,node8,2154.224
20439179,remove,node22,264.605
20602561,remove,node12,3516.12
20602670,remove,node23,107.326
20622253,remove,node1,596.193
20658023,remove,node20,872.108
20758833,remove,node5,242.825
20793843,remove,node10,1396.925
21037150,remove,node15,281.67
21362819,remove,node19,308.828
21477846,remove,node18,895.415
21512414,remove,node3,1482.207
21743173,remove,node9,1079.138
22556418,remove,node24,142.39
23616975,remove,node17,474.999
